77,59
76,59
75,59
74,59
73,59
72,59
71,59
70,59
69,59
68,59
67,59
66,59
65,59
64,59
63,59
62,59
61,59
60,59
59,59
58,59
57,59
56,59
55,59
54,59
53,59
52,59
51,59
50,59
49,59
48,59
47,59
46,59
45,59
44,59
43,59
42,59
41,59
40,59
40,60
40,61
40,62
40,63
40,64
40,65
40,66
40,67
40,68
40,69
40,70
40,71
40,72
40,73
40,74
40,75
40,76
40,77
40,78
40,79
40,80
40,81
40,82
40,83
40,84
40,85
40,86
40,87
40,88
40,89
41,89
42,89
43,89
44,89
45,89
46,89
47,89
48,89
49,89
50,89
51,89
52,89
53,89
54,89
55,89
56,89
57,89
58,89
59,89
60,89
61,89
62,89
63,89
64,89
65,89
66,89
67,89
68,89
69,89
70,89
71,89
72,89
73,89
74,89
75,89
76,89
77,89
78,89
79,89
80,89
81,89
81,88
81,87
81,86
81,85
81,84
81,83
81,82
81,81
81,80
81,79
81,78
81,77
81,76
81,75
81,74
81,73
81,72
81,71
81,70
81,69
81,68
81,67
81,66
81,65
81,64
81,63
81,62
81,61
80,61
79,61
78,61
77,61
76,61
75,61
74,61
73,61
72,61
71,61
70,61
69,61
68,61
67,61
66,61
65,61
64,61
63,61
62,61
61,61
60,61
59,61
58,61
57,61
56,61
55,61
54,61
53,61
52,61
51,61
50,61
49,61
48,61
47,61
46,61
45,61
44,61
43,61
42,61
41,61
39,61
38,61
37,61
36,61
35,61
34,61
33,61
32,61
31,61
30,61
29,61
28,61
27,61
26,61
25,61
24,61
24,62
24,63
24,64
24,65
24,66
24,67
24,68
24,69
24,70
24,71
24,72
24,73
24,74
24,75
24,76
24,77
24,78
24,79
24,80
24,81
24,82
24,83
24,84
24,85
24,86
24,87
24,88
24,89
24,90
24,91
24,92
24,93
24,94
24,95
24,96
24,97
24,98
24,99
25,99
26,99
27,99
28,99
29,99
30,99
31,99
32,99
33,99
34,99
35,99
36,99
37,99
38,99
39,99
40,99
41,99
42,99
43,99
44,99
45,99
46,99
47,99
48,99
49,99
50,99
51,99
52,99
53,99
54,99
55,99
56,99
56,98
56,97
56,96
56,95
56,94
56,93
56,92
56,91
56,90
56,88
56,87
56,86
56,85
56,84
56,83
56,82
56,81
56,80
56,79
56,78
56,77
56,76
56,75
56,74
56,73
56,72
56,71
56,70
56,69
56,68
56,67
56,66
56,65
56,64
56,63
56,62
56,60
56,58
56,57
56,56
56,55
56,54
56,53
56,52
56,51
56,50
56,49
56,48
56,47
56,46
56,45
56,44
56,43
55,43
54,43
53,43
52,43
51,43
50,43
49,43
48,43
47,43
46,43
45,43
44,43
43,43
42,43
41,43
40,43
39,43
38,43
37,43
36,43
35,43
34,43
33,43
32,43
31,43
30,43
29,43
28,43
27,43
26,43
25,43
24,43
23,43
22,43
21,43
20,43
19,43
18,43
17,43
16,43
15,43
14,43
13,43
12,43
11,43
10,43
9,43
8,43
7,43
6,43
5,43
4,43
4,44
4,45
4,46
4,47
4,48
4,49
4,50
4,51
4,52
4,53
4,54
4,55
4,56
4,57
4,58
4,59
4,60
4,61
4,62
4,63
4,64
4,65
4,66
4,67
4,68
5,68
6,68
7,68
8,68
9,68
10,68
11,68
12,68
13,68
14,68
15,68
16,68
17,68
18,68
19,68
20,68
21,68
22,68
23,68
25,68
26,68
27,68
28,68
29,68
30,68
31,68
32,68
33,68
34,68
35,68
36,68
37,68
38,68
39,68
41,68
42,68
43,68
44,68
45,68
46,68
47,68
48,68
49,68
50,68
51,68
52,68
53,68
54,68
55,68
57,68
58,68
59,68
60,68
61,68
62,68
63,68
64,68
65,68
66,68
67,68
68,68
69,68
70,68
71,68
72,68
73,68
74,68
75,68
76,68
77,68
78,68
79,68
80,68
82,68
83,68
84,68
85,68
86,68
87,68
88,68
89,68
90,68
91,68
92,68
93,68
94,68
95,68
96,68
97,68
98,68
99,68
100,68
101,68
101,67
101,66
101,65
101,64
101,63
101,62
101,61
101,60
101,59
101,58
101,57
101,56
101,55
101,54
101,53
101,52
101,51
101,50
101,49
101,48
101,47
101,46
101,45
101,44
101,43
101,42
100,42
99,42
98,42
97,42
96,42
95,42
94,42
93,42
92,42
91,42
90,42
90,43
90,44
90,45
90,46
90,47
90,48
90,49
90,50
90,51
90,52
90,53
90,54
90,55
90,56
90,57
90,58
90,59
90,60
90,61
90,62
90,63
90,64
90,65
90,66
90,67
90,69
90,70
90,71
90,72
90,73
90,74
90,75
90,76
90,77
90,78
90,79
90,80
90,81
90,82
90,83
90,84
90,85
90,86
90,87
90,88
91,88
92,88
93,88
94,88
95,88
96,88
97,88
98,88
99,88
100,88
101,88
102,88
103,88
104,88
105,88
106,88
107,88
108,88
109,88
110,88
111,88
112,88
113,88
114,88
115,88
116,88
117,88
118,88
119,88
120,88
121,88
122,88
122,87
122,86
122,85
122,84
122,83
122,82
122,81
122,80
122,79
122,78
122,77
122,76
122,75
122,74
121,74
120,74
119,74
118,74
117,74
116,74
115,74
114,74
113,74
112,74
111,74
110,74
109,74
108,74
107,74
106,74
105,74
104,74
103,74
102,74
101,74
100,74
99,74
98,74
97,74
96,74
95,74
94,74
93,74
92,74
91,74
89,74
88,74
87,74
86,74
85,74
84,74
83,74
82,74
80,74
79,74
78,74
77,74
76,74
75,74
74,74
73,74
72,74
71,74
70,74
69,74
68,74
67,74
66,74
65,74
64,74
63,74
62,74
61,74
60,74
59,74
58,74
57,74
55,74
54,74
53,74
52,74
51,74
50,74
49,74
48,74
47,74
46,74
45,74
44,74
43,74
42,74
41,74
39,74
38,74
37,74
36,74
35,74
34,74
33,74
32,74
31,74
30,74
29,74
28,74
28,75
28,76
28,77
28,78
28,79
28,80
28,81
28,82
28,83
28,84
28,85
28,86
28,87
28,88
28,89
28,90
28,91
28,92
28,93
28,94
28,95
28,96
28,97
28,98
28,100
28,101
28,102
28,103
28,104
28,105
28,106
28,107
29,107
30,107
31,107
32,107
33,107
34,107
35,107
36,107
37,107
38,107
39,107
40,107
41,107
42,107
43,107
44,107
45,107
46,107
47,107
48,107
49,107
50,107
51,107
52,107
53,107
54,107
55,107
56,107
57,107
58,107
59,107
59,106
59,105
59,104
59,103
59,102
59,101
59,100
59,99
59,98
59,97
59,96
59,95
59,94
59,93
59,92
59,91
59,90
59,88
59,87
59,86
59,85
59,84
59,83
59,82
59,81
59,80
59,79
59,78
59,77
59,76
59,75
59,73
59,72
59,71
59,70
59,69
59,67
59,66
59,65
59,64
59,63
59,62
59,60
59,58
59,57
59,56
59,55
59,54
59,53
59,52
59,51
59,50
59,49
59,48
59,47
59,46
59,45
59,44
59,43
59,42
59,41
59,40
59,39
59,38
59,37
59,36
59,35
59,34
59,33
59,32
59,31
59,30
59,29
59,28
59,27
59,26
58,26
57,26
56,26
55,26
54,26
53,26
52,26
51,26
50,26
49,26
48,26
47,26
46,26
45,26
44,26
43,26
42,26
41,26
40,26
39,26
38,26
37,26
36,26
35,26
34,26
33,26
32,26
31,26
30,26
29,26
28,26
27,26
26,26
25,26
24,26
23,26
22,26
21,26
20,26
19,26
18,26
17,26
16,26
15,26
14,26
14,27
14,28
14,29
14,30
14,31
14,32
14,33
14,34
14,35
14,36
14,37
14,38
14,39
14,40
14,41
14,42
14,44
14,45
14,46
14,47
14,48
14,49
14,50
14,51
14,52
14,53
14,54
14,55
14,56
14,57
14,58
14,59
14,60
14,61
14,62
14,63
14,64
14,65
14,66
14,67
14,69
14,70
14,71
14,72
14,73
14,74
14,75
14,76
14,77
14,78
14,79
15,79
16,79
17,79
18,79
19,79
20,79
21,79
22,79
23,79
25,79
26,79
27,79
29,79
30,79
31,79
32,79
33,79
34,79
35,79
36,79
37,79
38,79
39,79
41,79
42,79
43,79
44,79
45,79
46,79
47,79
48,79
49,79
50,79
51,79
52,79
53,79
54,79
55,79
57,79
58,79
60,79
